
07/07/2023 06:29:35 PM |      INFO | test_UserLogin.py:13 | UserLogin_test_002 start
07/13/2023 01:11:09 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:11:09 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:11:12 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:11:12 PM |      INFO | test_login_DDT.py:72 | Testcases test_login_DDT_003 is passed
07/13/2023 01:12:07 PM |      INFO | test_login_DDT.py:18 | Test_login_DDT_003 is starting 
07/13/2023 01:12:07 PM |      INFO | test_login_DDT.py:19 | Verifying Test_login_DDT_003
07/13/2023 01:12:12 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:12:12 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:12:12 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:12:15 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:12:16 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:12:16 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:12:16 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:12:19 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:12:20 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:12:20 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:12:20 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:12:23 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:12:25 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:12:25 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:12:25 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:12:26 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:12:26 PM |      INFO | test_login_DDT.py:72 | Testcases test_login_DDT_003 is passed
07/13/2023 01:13:34 PM |      INFO | test_login_DDT.py:18 | Test_login_DDT_003 is starting 
07/13/2023 01:13:34 PM |      INFO | test_login_DDT.py:19 | Verifying Test_login_DDT_003
07/13/2023 01:13:40 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:13:40 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:13:40 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:13:43 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:13:44 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:13:44 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:13:44 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:13:47 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:13:49 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:13:49 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:13:49 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:13:50 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:13:52 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:13:52 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:13:52 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:13:52 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:13:52 PM |      INFO | test_login_DDT.py:74 | Testcases test_login_DDT_003 is passed
07/13/2023 01:23:11 PM |      INFO | test_login_DDT.py:18 | Test_login_DDT_003 is starting 
07/13/2023 01:23:11 PM |      INFO | test_login_DDT.py:19 | Verifying Test_login_DDT_003
07/13/2023 01:23:16 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:23:16 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:23:16 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:23:18 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:23:19 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:23:19 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:23:19 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:23:22 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:23:24 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:23:24 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:23:24 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:23:25 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:23:27 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:23:27 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:23:27 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:23:27 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:23:27 PM |      INFO | test_login_DDT.py:78 | Testcases test_login_DDT_003 is passed
07/13/2023 01:35:03 PM |      INFO | test_login_DDT.py:18 | Test_login_DDT_003 is starting 
07/13/2023 01:35:03 PM |      INFO | test_login_DDT.py:19 | Verifying Test_login_DDT_003
07/13/2023 01:35:08 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:35:08 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:35:08 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:35:11 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:35:12 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:35:12 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:35:12 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:35:15 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:35:17 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:35:17 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:35:17 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:35:17 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:35:19 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/13/2023 01:35:20 PM |      INFO | test_login_DDT.py:33 | entering username
07/13/2023 01:35:20 PM |      INFO | test_login_DDT.py:35 | entering password
07/13/2023 01:35:23 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
07/13/2023 01:35:23 PM |      INFO | test_login_DDT.py:80 | Testcases test_login_DDT_003 is passed
07/13/2023 07:17:55 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 07:17:55 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 07:17:55 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 07:18:13 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 07:18:13 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 07:18:13 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 07:18:32 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 07:18:32 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 07:18:32 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 07:18:50 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 07:18:50 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 07:18:50 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 08:07:52 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 08:07:52 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 08:07:52 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 08:08:16 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 08:08:16 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 08:08:16 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 08:14:02 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 08:14:02 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 08:14:02 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 08:14:14 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 08:14:14 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 08:14:14 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 08:14:26 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 08:14:26 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 08:14:26 PM |      INFO | test_login_param.py:12 | Opening url
07/13/2023 08:14:38 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/13/2023 08:14:38 PM |      INFO | test_login_param.py:11 | Invoking browser
07/13/2023 08:14:38 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:27:03 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:27:03 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:27:03 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:27:19 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:27:19 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:27:19 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:27:36 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:27:36 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:27:36 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:27:54 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:27:54 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:27:54 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:32:49 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:32:49 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:32:49 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:33:02 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:33:02 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:33:02 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:33:14 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:33:14 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:33:14 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:33:26 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:33:26 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:33:26 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:35:36 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:35:36 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:35:36 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:35:48 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:35:48 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:35:48 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:36:00 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:36:00 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:36:00 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 06:36:11 PM |      INFO | test_login_param.py:9 | TestCase test_login_004 is started
07/14/2023 06:36:11 PM |      INFO | test_login_param.py:11 | Invoking browser
07/14/2023 06:36:11 PM |      INFO | test_login_param.py:12 | Opening url
07/14/2023 07:39:45 PM |      INFO | test_login_DDT.py:18 | Test_login_DDT_003 is starting 
07/14/2023 07:39:45 PM |      INFO | test_login_DDT.py:19 | Verifying Test_login_DDT_003
07/14/2023 07:39:54 PM |      INFO | test_login_DDT.py:31 | Clicking on login link
07/14/2023 07:39:55 PM |      INFO | test_login_DDT.py:33 | entering username
07/14/2023 07:39:55 PM |      INFO | test_login_DDT.py:35 | entering password
07/14/2023 07:39:57 PM |      INFO | test_login_DDT.py:37 | Clicking on submit button
